id_pokedex,nombre,especie,generacion,tipo_1,tipo_2,numero_tipos,ps,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_estadisticas_base,altura_m,peso_kg,experiencia_base,habilidad_1,habilidad_2,habilidad_oculta,color,forma,habitat,ritmo_crecimiento,grupos_huevo,es_legendario,es_mitico,es_bebe,tasa_captura,felicidad_base,contador_eclosion,tasa_genero,descripcion,url_sprite,es_tipo_dual,imc,proporcion_ataque_defensa,total_fisico,total_especial,total_ofensivo,total_defensivo,distribucion_genero,nivel_estadisticas
345,Lileep,Pokémon Lirio de Mar,Generacion 3,roca,planta,2,66,41,77,61,87,23,355,1.0,23.8,71,Ventosas,,Colector,morado,masa,mar,slow-then-very-fast,agua3,Falso,Falso,Falso,45,70,30,1,Se extinguió hace 100 millones de años. Sus tentáculos parecen pétalos para atraer a sus presas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png,Verdadero,23.8,0.53,118,148,125,230,88% Macho / 12% Hembra,Debajo del promedio (300-399)
346,Cradily,Pokémon Percebe,Generacion 3,roca,planta,2,86,81,97,81,107,43,495,1.5,60.4,173,Ventosas,,Colector,verde,masa,mar,slow-then-very-fast,agua3,Falso,Falso,Falso,45,70,30,1,Vive en el fondo de los mares de aguas templadas. Emerge para cazar cuando baja la marea.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png,Verdadero,26.8,0.84,178,188,205,290,88% Macho / 12% Hembra,Promedio (400-499)
347,Anorith,Pokémon Camarón,Generacion 3,roca,bicho,2,45,95,50,40,50,75,355,0.7,12.5,71,Armadura Batalla,,Nado Rápido,gris,armadura,orilla_agua,slow-then-very-fast,agua3,Falso,Falso,Falso,45,70,30,1,"Es una especie de Pokémon predecesor. Estira las pinzas para cazar a sus presas, que se esconden en las rocas del mar.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png,Verdadero,25.5,1.9,145,90,210,145,88% Macho / 12% Hembra,Debajo del promedio (300-399)
348,Armaldo,Pokémon Armadura,Generacion 3,roca,bicho,2,75,125,100,70,80,45,495,1.5,68.2,173,Armadura Batalla,,Nado Rápido,gris,erguido,orilla_agua,slow-then-very-fast,agua3,Falso,Falso,Falso,45,70,30,1,Ensarta a sus presas con sus gigantescas garras elásticas. Una fuerte coraza cubre su cuerpo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png,Verdadero,30.3,1.25,225,150,240,255,88% Macho / 12% Hembra,Promedio (400-499)
349,Feebas,Pokémon Pez,Generacion 3,agua,,1,20,15,20,10,55,80,200,0.6,7.4,40,Nado Rápido,Despiste,Adaptable,marron,pez,orilla_agua,slow-then-very-fast,"agua1, dragon",Falso,Falso,Falso,255,70,20,4,"Come de todo, por lo que puede vivir en aguas contaminadas. Nadie le presta atención.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png,Falso,20.6,0.75,35,65,105,95,50% Macho / 50% Hembra,Debil (<300)
350,Milotic,Pokémon Tierno,Generacion 3,agua,,1,95,60,79,100,125,81,540,6.2,162.0,189,Escama Especial,Tenacidad,Gran Encanto,rosa,serpentino,orilla_agua,slow-then-very-fast,"agua1, dragon",Falso,Falso,Falso,60,70,20,4,"Milotic es impresionantemente bello. Quienes lo ven, temen perder las ganas de luchar contra él.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png,Falso,4.2,0.76,139,225,241,299,50% Macho / 50% Hembra,Fuerte (500-599)
351,Castform,Pokémon Clima,Generacion 3,normal,,1,70,70,70,70,70,70,420,0.3,0.8,147,Predicción,,,gris,bola,pradera,medio,"hada, indeterminado",Falso,Falso,Falso,45,70,25,4,Sus células son muy sensibles a los cambios de temperatura y humedad y se adapta sin problema.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png,Falso,8.9,1.0,140,140,210,210,50% Macho / 50% Hembra,Promedio (400-499)
352,Kecleon,Pokémon Camaleónico,Generacion 3,normal,,1,60,90,70,60,120,40,440,1.0,22.0,154,Cambio Color,,Mutatipo,verde,erguido,bosque,medio_lento,tierra,Falso,Falso,Falso,200,70,20,4,"Puede mudar el color de su cuerpo a voluntad, pero el dibujo en zigzag de su panza nunca desaparece.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png,Falso,22.0,1.29,160,180,190,250,50% Macho / 50% Hembra,Promedio (400-499)
353,Shuppet,Pokémon Títere,Generacion 3,fantasma,,1,44,75,35,63,33,45,295,0.6,2.3,59,Insomnio,Cacheo,Cuerpo Maldito,negro,bola,urbano,rapido,indeterminado,Falso,Falso,Falso,225,35,25,4,Dicen que con su cuerno se alimenta de sentimientos de celos y envidia. Es muy activo a medianoche.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png,Falso,6.4,2.14,110,96,183,112,50% Macho / 50% Hembra,Debil (<300)
354,Banette,Pokémon Marioneta,Generacion 3,fantasma,,1,64,115,65,83,63,65,455,1.1,12.5,159,Insomnio,Cacheo,Cuerpo Maldito,negro,erguido,urbano,rapido,indeterminado,Falso,Falso,Falso,45,35,25,4,Este muñeco se convirtió en un Pokémon cuando lo tiraron a la basura. Busca a su antiguo dueño.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png,Falso,10.3,1.77,180,146,263,192,50% Macho / 50% Hembra,Promedio (400-499)
355,Duskull,Pokémon Réquiem,Generacion 3,fantasma,,1,20,40,90,30,90,25,295,0.8,15.0,59,Levitación,,Cacheo,negro,brazos,bosque,rapido,indeterminado,Falso,Falso,Falso,190,35,25,4,"Persigue a su presa sin descanso allá donde vaya. No obstante, abandona la caza al amanecer.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,Falso,23.4,0.44,130,120,95,200,50% Macho / 50% Hembra,Debil (<300)
356,Dusclops,Pokémon Atrayente,Generacion 3,fantasma,,1,40,70,130,60,130,25,455,1.6,30.6,159,Presión,,Cacheo,negro,humanoide,bosque,rapido,indeterminado,Falso,Falso,Falso,90,35,25,4,"Si alguien mira los fuegos fatuos del interior de Dusclops, perderá su alma irremediablemente.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,Falso,12.0,0.54,200,190,155,300,50% Macho / 50% Hembra,Promedio (400-499)
357,Tropius,Pokémon Fruto,Generacion 3,planta,volador,2,99,68,83,72,87,51,460,2.0,100.0,161,Clorofila,Poder Solar,Cosecha,verde,cuadrupedo,bosque,lento,"monstruo, planta",Falso,Falso,Falso,200,70,25,4,Puede volar al agitar sus grandes hojas. Reparte entre los niños la codiciada fruta dulce que crece de su cuello.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,Verdadero,25.0,0.82,151,159,191,269,50% Macho / 50% Hembra,Promedio (400-499)
358,Chimecho,Pokémon Sonido Aire,Generacion 3,psiquico,,1,75,50,80,95,90,65,455,0.6,1.0,159,Levitación,,,azul,brazos,pradera,rapido,indeterminado,Falso,Falso,Falso,45,70,25,4,Se cuelga de ramas y aleros con la ventosa de su cabeza. Tiene siete tipos de gritos diferentes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,Falso,2.8,0.62,130,185,210,245,50% Macho / 50% Hembra,Promedio (400-499)
359,Absol,Pokémon Catástrofe,Generacion 3,siniestro,,1,65,130,60,75,60,75,465,1.2,47.0,163,Presión,Afortunado,Justiciero,blanco,cuadrupedo,montana,medio_lento,tierra,Falso,Falso,Falso,30,35,25,4,Presiente desastres inminentes y se aparece a la gente para advertir del peligro.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,Falso,32.6,2.17,190,135,280,185,50% Macho / 50% Hembra,Promedio (400-499)
360,Wynaut,Pokémon Radiante,Generacion 3,psiquico,,1,95,23,48,23,48,23,260,0.6,14.0,52,Sombra Trampa,,Telepatía,azul,erguido,cueva,medio,sin_huevos,Falso,Falso,Verdadero,125,70,20,4,Suelen ir en grupo y a la hora de dormir se resguardan en una cueva.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,Falso,38.9,0.48,71,71,69,191,50% Macho / 50% Hembra,Debil (<300)
361,Snorunt,Pokémon Gorro Nieve,Generacion 3,hielo,,1,50,50,50,50,50,50,300,0.7,16.8,60,Foco Interno,Gélido,Veleta,gris,humanoide,cueva,medio,"hada, mineral",Falso,Falso,Falso,190,70,20,4,Se dice que se reúnen en grupos bajo hojas gigantescas y viven allí en total armonía.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,Falso,34.3,1.0,100,100,150,150,50% Macho / 50% Hembra,Debajo del promedio (300-399)
362,Glalie,Pokémon Cara,Generacion 3,hielo,,1,80,80,80,80,80,80,480,1.5,256.5,168,Foco Interno,Gélido,Veleta,gris,bola,cueva,medio,"hada, mineral",Falso,Falso,Falso,75,70,20,4,Se protege con una armadura de hielo creada por congelación de la humedad del aire.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,Falso,114.0,1.0,160,160,240,240,50% Macho / 50% Hembra,Promedio (400-499)
363,Spheal,Pokémon Aplauso,Generacion 3,hielo,agua,2,70,40,50,55,50,25,290,0.8,39.5,58,Sebo,Gélido,Despiste,azul,pez,mar,medio_lento,"agua1, tierra",Falso,Falso,Falso,255,70,20,4,"Como no saben nadar muy bien, se mueven rápidamente rodando. Cuando están alegres, dan palmadas con las aletas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,Verdadero,61.7,0.8,90,105,120,170,50% Macho / 50% Hembra,Debil (<300)
364,Sealeo,Pokémon Rodabola,Generacion 3,hielo,agua,2,90,60,70,75,70,45,410,1.1,87.6,144,Sebo,Gélido,Despiste,azul,pez,mar,medio_lento,"agua1, tierra",Falso,Falso,Falso,120,70,20,4,"Su nariz es muy sensible. Cuando ve algo por primera vez, lo toca con ella para recordarlo después.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,Verdadero,72.4,0.86,130,145,180,230,50% Macho / 50% Hembra,Promedio (400-499)
365,Walrein,Pokémon Rompehielo,Generacion 3,hielo,agua,2,110,80,90,95,90,65,530,1.4,150.6,239,Sebo,Gélido,Despiste,azul,cuadrupedo,mar,medio_lento,"agua1, tierra",Falso,Falso,Falso,45,70,20,4,Rompe el hielo con sus colmillos. Su gruesa capa de grasa le protege del frío y de los enemigos.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,Verdadero,76.8,0.89,170,185,240,290,50% Macho / 50% Hembra,Fuerte (500-599)
366,Clamperl,Pokémon Bivalvo,Generacion 3,agua,,1,35,64,85,74,55,32,345,0.4,52.5,69,Caparazón,,Cobardía,azul,bola,mar,slow-then-very-fast,agua1,Falso,Falso,Falso,255,70,20,4,Produce durante su vida una sola perla que aumenta los poderes psíquicos al evolucionar.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,Falso,328.1,0.75,149,129,170,175,50% Macho / 50% Hembra,Debajo del promedio (300-399)
367,Huntail,Pokémon Abisal,Generacion 3,agua,,1,55,104,105,94,75,52,485,1.7,27.0,170,Nado Rápido,,Velo Agua,azul,serpentino,mar,slow-then-very-fast,agua1,Falso,Falso,Falso,60,70,20,4,"Vive en los abismos marinos, donde no se filtra la luz. Tiene una cola en forma de pez, que enciende para atraer a su presa.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,Falso,9.3,0.99,209,169,250,235,50% Macho / 50% Hembra,Promedio (400-499)
368,Gorebyss,Pokémon Mar del Sur,Generacion 3,agua,,1,55,84,105,114,75,52,485,1.8,22.6,170,Nado Rápido,,Hidratación,rosa,serpentino,mar,slow-then-very-fast,agua1,Falso,Falso,Falso,60,70,20,4,"Vive en el fondo del mar. En primavera, su cuerpo rosado adquiere colores más vivos.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,Falso,7.0,0.8,189,189,250,235,50% Macho / 50% Hembra,Promedio (400-499)
369,Relicanth,Pokémon Longevo,Generacion 3,agua,roca,2,100,90,130,45,65,55,485,1.0,23.4,170,Nado Rápido,Cabeza Roca,Robustez,gris,pez,mar,lento,"agua1, agua2",Falso,Falso,Falso,25,70,40,1,No ha sufrido ningún cambio desde hace 100 millones de años. Fue descubierto durante una expedición marina.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,Verdadero,23.4,0.69,220,110,190,295,88% Macho / 12% Hembra,Promedio (400-499)
370,Luvdisc,Pokémon Cita,Generacion 3,agua,,1,43,30,55,40,65,97,330,0.6,8.7,116,Nado Rápido,,Hidratación,rosa,pez,mar,rapido,agua2,Falso,Falso,Falso,225,70,20,6,"Vive en mares cálidos. Se dice que, si una pareja lo encuentra, será bendecida con amor eterno.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png,Falso,24.2,0.55,85,105,167,163,25% Macho / 75% Hembra,Debajo del promedio (300-399)
371,Bagon,Pokémon Cabeza Roca,Generacion 3,dragon,,1,45,75,60,40,30,50,300,0.6,42.1,60,Cabeza Roca,,Potencia Bruta,azul,humanoide,terreno_aspero,lento,dragon,Falso,Falso,Falso,45,35,40,4,Su desarrollado cuello y su cabeza dura como el acero le permiten reducir a añicos rocas enormes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png,Falso,116.9,1.25,135,70,165,135,50% Macho / 50% Hembra,Debajo del promedio (300-399)
372,Shelgon,Pokémon Resistencia,Generacion 3,dragon,,1,65,95,100,60,50,50,420,1.1,110.5,147,Cabeza Roca,,Funda,blanco,cuadrupedo,terreno_aspero,lento,dragon,Falso,Falso,Falso,45,35,40,4,"Las células han empezado a cambiar dentro de su dura concha, que se separa cuando evoluciona.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png,Falso,91.3,0.95,195,110,205,215,50% Macho / 50% Hembra,Promedio (400-499)
373,Salamence,Pokémon Dragón,Generacion 3,dragon,volador,2,95,135,80,110,80,100,600,1.5,102.6,270,Intimidación,,Autoestima,azul,cuadrupedo,terreno_aspero,lento,dragon,Falso,Falso,Falso,45,35,40,4,"Si se enfada, no hay forma de calmarlo; lo destruye todo lanzando arañazos y llamas.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png,Verdadero,45.6,1.69,215,190,345,255,50% Macho / 50% Hembra,Legendario/Pseudo (600+)
374,Beldum,Pokémon Bola Hierro,Generacion 3,acero,psiquico,2,40,55,80,35,60,30,300,0.6,95.2,60,Cuerpo Puro,,Metal Liviano,azul,masa,terreno_aspero,lento,mineral,Falso,Falso,Falso,3,35,40,-1,"Los pulsos magnéticos de su cuerpo repelen la gravedad, lo que le permite flotar en el aire.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png,Verdadero,264.4,0.69,135,95,120,180,Sin genero,Debajo del promedio (300-399)
375,Metang,Pokémon Garra Hierro,Generacion 3,acero,psiquico,2,60,75,100,55,80,50,420,1.2,202.5,147,Cuerpo Puro,,Metal Liviano,azul,brazos,terreno_aspero,lento,mineral,Falso,Falso,Falso,3,35,40,-1,Lo forman dos Beldum unidos. Puede chocarse con un avión sin que su cuerpo de acero sufra ni un rasguño.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png,Verdadero,140.6,0.75,175,135,180,240,Sin genero,Promedio (400-499)
376,Metagross,Pokémon Pata Hierro,Generacion 3,acero,psiquico,2,80,135,130,95,90,70,600,1.6,550.0,270,Cuerpo Puro,,Metal Liviano,azul,cabezas,terreno_aspero,lento,mineral,Falso,Falso,Falso,3,35,40,-1,"Gracias a sus cuatro cerebros, es más inteligente que un superordenador y analiza con precisión al enemigo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png,Verdadero,214.8,1.04,265,185,300,300,Sin genero,Legendario/Pseudo (600+)
377,Regirock,Pokémon Pico Roca,Generacion 3,roca,,1,80,100,200,50,100,50,580,1.7,230.0,261,Cuerpo Puro,,Robustez,marron,humanoide,cueva,lento,sin_huevos,Verdadero,Falso,Falso,3,35,80,-1,"Su cuerpo está hecho de roca. Si se astilla durante el combate, emplea piedras para repararlo.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png,Falso,79.6,0.5,300,150,200,380,Sin genero,Fuerte (500-599)
378,Regice,Pokémon Iceberg,Generacion 3,hielo,,1,80,50,100,100,200,50,580,1.8,175.0,261,Cuerpo Puro,,Gélido,azul,humanoide,cueva,lento,sin_huevos,Verdadero,Falso,Falso,3,35,80,-1,Dicen que ha yacido durmiendo en un glaciar durante milenios. Ni el magma puede derretir su cuerpo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png,Falso,54.0,0.5,150,300,200,380,Sin genero,Fuerte (500-599)
379,Registeel,Pokémon Hierro,Generacion 3,acero,,1,80,75,150,75,150,50,580,1.9,205.0,261,Cuerpo Puro,,Metal Liviano,gris,humanoide,cueva,lento,sin_huevos,Verdadero,Falso,Falso,3,35,80,-1,Su cuerpo ha estado sometido a la presión subterránea durante miles de años y no puede arañarse.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png,Falso,56.8,0.5,225,225,200,380,Sin genero,Fuerte (500-599)
380,Latias,Pokémon Eón,Generacion 3,dragon,psiquico,2,80,80,90,110,130,110,600,1.4,40.0,270,Levitación,,,rojo,alas,orilla_agua,lento,sin_huevos,Verdadero,Falso,Falso,3,90,120,8,"Se comunica por telepatía. Su plumaje refleja la luz, lo que le permite hacerse invisible.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,Verdadero,20.4,0.89,170,240,300,300,Siempre hembra,Legendario/Pseudo (600+)
381,Latios,Pokémon Eón,Generacion 3,dragon,psiquico,2,80,90,80,130,110,110,600,2.0,60.0,270,Levitación,,,azul,alas,orilla_agua,lento,sin_huevos,Verdadero,Falso,Falso,3,90,120,0,Es un Pokémon muy inteligente. Puede adelantar a aviones a reacción plegando las alas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,Verdadero,15.0,1.12,170,240,330,270,Siempre macho,Legendario/Pseudo (600+)
382,Kyogre,Pokémon Cuenca Mar,Generacion 3,agua,,1,100,100,90,150,140,90,670,4.5,352.0,302,Llovizna,,,azul,pez,mar,lento,sin_huevos,Verdadero,Falso,Falso,3,0,120,-1,Pokémon legendario que aumentó los mares con diluvios y maremotos. Fue un enemigo acérrimo de Groudon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,Falso,17.4,1.11,190,290,340,330,Sin genero,Legendario/Pseudo (600+)
383,Groudon,Pokémon Continente,Generacion 3,tierra,,1,100,150,140,100,90,90,670,3.5,950.0,302,Sequía,,,rojo,erguido,terreno_aspero,lento,sin_huevos,Verdadero,Falso,Falso,3,0,120,-1,Dicen que este Pokémon legendario simboliza la tierra. Tras batirse en duelo con Kyogre se echó a dormir.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,Falso,77.6,1.07,290,190,340,330,Sin genero,Legendario/Pseudo (600+)
384,Rayquaza,Pokémon Cielo,Generacion 3,dragon,volador,2,105,150,90,150,90,95,680,7.0,206.5,306,Bucle Aire,,,verde,serpentino,raro,lento,sin_huevos,Verdadero,Falso,Falso,45,0,120,-1,Vive en la capa de ozono sobre las nubes y no puede ser visto desde el suelo.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,Verdadero,4.2,1.67,240,240,395,285,Sin genero,Legendario/Pseudo (600+)
385,Jirachi,Pokémon Deseo,Generacion 3,acero,psiquico,2,100,100,100,100,100,100,600,0.3,1.1,270,Dicha,,,amarillo,humanoide,montana,lento,sin_huevos,Falso,Verdadero,Falso,3,100,120,-1,Desde antaño se dice que concederá los deseos escritos en las notas de su cabeza cuando se despierte.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,Verdadero,12.2,1.0,200,200,300,300,Sin genero,Legendario/Pseudo (600+)
386,Deoxys,Pokémon ADN,Generacion 3,psiquico,,1,50,150,50,150,50,150,600,1.7,60.8,270,Presión,,,rojo,humanoide,raro,lento,sin_huevos,Falso,Verdadero,Falso,3,0,120,-1,Surgió a raíz de la mutación de ADN de un virus alienígena que cayó a la Tierra en un meteorito.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,Falso,21.0,3.0,200,200,450,150,Sin genero,Legendario/Pseudo (600+)
387,Turtwig,Pokémon Hojita,Generacion 4,planta,,1,55,68,64,45,55,31,318,0.4,10.2,64,Espesura,,Caparazón,verde,cuadrupedo,,medio_lento,"monstruo, planta",Falso,Falso,Falso,45,70,20,1,Realiza la fotosíntesis al bañarle los rayos de sol. Su concha está formada por tierra endurecida.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,Falso,63.7,1.06,132,100,144,174,88% Macho / 12% Hembra,Debajo del promedio (300-399)
388,Grotle,Pokémon Arboleda,Generacion 4,planta,,1,75,89,85,55,65,36,405,1.1,97.0,142,Espesura,,Caparazón,verde,cuadrupedo,,medio_lento,"monstruo, planta",Falso,Falso,Falso,45,70,20,1,"Vive en los bosques cerca del agua. Por el día, sale a que les dé el sol a las plantas de su espalda.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,Falso,80.2,1.05,174,120,180,225,88% Macho / 12% Hembra,Promedio (400-499)
389,Torterra,Pokémon Continente,Generacion 4,planta,tierra,2,95,109,105,75,85,56,525,2.2,310.0,236,Espesura,,Caparazón,verde,cuadrupedo,,medio_lento,"monstruo, planta",Falso,Falso,Falso,45,70,20,1,Las gentes de antaño creían que el planeta se sustentaba en la espalda de un gran Torterra.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,Verdadero,64.0,1.04,214,160,240,285,88% Macho / 12% Hembra,Fuerte (500-599)
390,Chimchar,Pokémon Chimpancé,Generacion 4,fuego,,1,44,58,44,58,44,61,309,0.5,6.2,62,Mar Llamas,,Puño Férreo,marron,erguido,,medio_lento,"tierra, humanoide",Falso,Falso,Falso,45,70,20,1,"El gas de su panza alimenta el fuego de su parte trasera, que ni la lluvia puede extinguir.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,Falso,24.8,1.32,102,102,177,132,88% Macho / 12% Hembra,Debajo del promedio (300-399)
